transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,transaction_location,device_type,previous_transactions_count,new_beneficiary,device_changed,iban_valid,weekend,night_transaction,is_fraud
T30557,C9115,159245.34,deposit,15:28,Outside EU,mobile,81,1,0,1,0,0,0
T30558,C7860,136090.26,withdrawal,08:12,Cologne,desktop,67,1,0,1,1,0,0
T30559,C2506,98389.27,deposit,19:59,Berlin,ATM,77,0,1,0,1,0,0
T30560,C1214,86440.0,deposit,12:52,Munich,mobile,32,1,0,1,0,0,0
T30561,C3532,1535.94,transfer,02:15,Outside EU,ATM,89,0,0,0,0,1,1
T30562,C6734,103733.92,payment,09:36,Berlin,desktop,39,1,0,1,0,0,0
T30563,C6194,155789.61,deposit,10:02,Frankfurt,mobile,2,0,1,1,1,0,0
T30564,C1698,65506.61,withdrawal,11:26,Hamburg,ATM,46,1,1,0,1,0,1
T30565,C6745,106458.82,transfer,09:59,Berlin,mobile,33,1,1,1,1,0,0
T30566,C9054,34167.32,deposit,04:51,Munich,desktop,91,0,0,1,1,1,0
T30567,C5121,128549.65,deposit,18:15,Munich,desktop,53,1,1,1,1,0,0
T30568,C5761,150548.44,payment,00:16,Munich,ATM,69,1,1,1,1,1,0
T30569,C1651,150212.97,payment,06:09,Munich,ATM,54,0,0,1,1,0,0
T30570,C3738,15032.75,deposit,19:32,Frankfurt,mobile,51,1,1,1,0,0,0
T30571,C9852,32819.24,payment,04:47,Munich,desktop,59,1,0,1,1,1,0
T30572,C5616,84821.84,withdrawal,15:08,Hamburg,mobile,48,0,1,0,1,0,0
T30573,C7437,33208.06,deposit,21:19,Cologne,ATM,85,0,1,1,1,0,0
T30574,C8721,88187.43,transfer,14:03,Hamburg,mobile,33,1,0,0,1,0,1
T30575,C2977,84247.15,payment,10:20,Munich,ATM,35,0,0,0,0,0,0
T30576,C3355,196203.31,transfer,04:09,Outside EU,mobile,2,0,0,0,0,1,1
T30577,C1016,146273.72,withdrawal,01:47,Outside EU,desktop,95,0,0,1,0,1,1
T30578,C2370,95639.51,payment,02:48,Berlin,mobile,77,0,1,1,1,1,0
T30579,C3072,134533.72,payment,06:17,Berlin,ATM,7,0,0,1,1,0,0
T30580,C3933,122975.62,withdrawal,23:58,Munich,desktop,72,1,1,1,1,1,0
T30581,C4921,167393.26,payment,14:20,Berlin,desktop,59,0,0,0,0,0,0
T30582,C7196,16717.02,transfer,08:56,Munich,desktop,47,1,0,1,0,0,0
T30583,C9873,173134.7,deposit,10:19,Berlin,desktop,96,1,0,0,1,0,1
T30584,C7316,67975.85,withdrawal,21:34,Cologne,mobile,5,1,0,0,1,0,1
T30585,C9525,55975.04,withdrawal,21:54,Frankfurt,mobile,100,1,1,1,0,0,0
T30586,C9103,61370.46,withdrawal,11:06,Munich,mobile,29,0,0,1,0,0,0
T30587,C8778,114344.24,withdrawal,08:00,Frankfurt,desktop,80,0,0,1,1,0,0
T30588,C1487,3150.33,withdrawal,03:53,Outside EU,desktop,80,0,0,1,1,1,1
T30589,C1573,163023.43,withdrawal,12:53,Munich,mobile,91,0,0,0,1,0,0
T30590,C1736,93881.26,deposit,19:13,Cologne,ATM,9,1,0,0,0,0,1
T30591,C3640,10868.92,transfer,13:30,Cologne,mobile,71,1,0,1,0,0,0
T30592,C9090,88588.53,transfer,04:29,Cologne,desktop,76,0,0,0,0,1,0
T30593,C3654,23125.35,transfer,07:34,Hamburg,mobile,40,1,1,0,1,0,1
T30594,C7364,155613.07,deposit,06:43,Outside EU,ATM,85,1,1,0,0,0,1
T30595,C8811,52988.33,withdrawal,15:33,Frankfurt,mobile,85,0,1,0,0,0,0
T30596,C7142,174151.34,payment,13:34,Outside EU,desktop,32,1,1,0,0,0,1
T30597,C4362,50913.76,deposit,11:52,Outside EU,desktop,32,1,0,1,0,0,0
T30598,C7218,185917.88,transfer,23:04,Munich,ATM,22,1,1,1,1,1,0
T30599,C4164,154294.02,deposit,09:23,Berlin,ATM,56,0,1,0,1,0,0
T30600,C2761,6749.81,payment,07:18,Outside EU,mobile,82,1,1,1,0,0,0
T30601,C9615,56903.49,withdrawal,03:21,Hamburg,ATM,35,0,1,1,1,1,0
T30602,C1472,77751.29,withdrawal,04:49,Frankfurt,ATM,55,1,0,0,0,1,1
T30603,C4604,79841.15,payment,21:51,Hamburg,desktop,63,0,0,1,0,0,0
T30604,C3289,92689.7,withdrawal,23:42,Cologne,ATM,36,0,0,0,0,1,0
T30605,C2758,198349.34,deposit,13:45,Outside EU,desktop,42,1,0,1,0,0,0
T30606,C3327,95566.33,payment,11:34,Berlin,ATM,86,0,0,1,1,0,0
T30607,C5973,78455.75,payment,06:59,Munich,mobile,90,1,1,1,1,0,0
T30608,C6053,92408.94,payment,09:41,Berlin,mobile,24,1,0,0,0,0,1
T30609,C7559,68700.03,transfer,07:02,Berlin,ATM,97,1,1,1,1,0,0
T30610,C4863,132157.65,transfer,05:56,Munich,desktop,26,1,0,0,1,1,1
T30611,C5592,142126.36,payment,14:12,Hamburg,desktop,53,1,1,0,1,0,1
T30612,C6855,182425.2,transfer,15:18,Munich,mobile,29,1,1,1,0,0,0
T30613,C2869,76991.29,withdrawal,22:23,Munich,ATM,80,0,1,0,0,0,0
T30614,C8904,99404.96,payment,01:19,Cologne,desktop,5,0,0,0,0,1,0
T30615,C1434,59811.0,deposit,23:34,Frankfurt,mobile,7,0,1,1,0,1,0
T30616,C7135,132176.45,transfer,22:43,Munich,desktop,84,0,0,1,0,0,0
T30617,C2659,72114.55,payment,19:13,Frankfurt,desktop,14,0,1,0,1,0,0
T30618,C8031,180265.83,transfer,13:32,Berlin,ATM,100,1,1,0,1,0,1
T30619,C6779,3614.54,payment,04:35,Berlin,desktop,2,1,1,0,1,1,1
T30620,C4837,36318.81,deposit,18:40,Outside EU,ATM,8,1,0,0,0,0,1
T30621,C7631,190727.58,payment,04:07,Outside EU,desktop,88,1,1,0,0,1,1
T30622,C1257,108083.13,transfer,18:06,Outside EU,desktop,5,1,1,1,1,0,0
T30623,C2284,141606.29,transfer,14:58,Cologne,desktop,0,1,0,1,1,0,1
T30624,C6762,138665.22,deposit,01:02,Frankfurt,ATM,3,0,0,0,1,1,0
T30625,C9962,97627.27,transfer,21:34,Munich,mobile,11,0,1,0,0,0,0
T30626,C9125,5857.86,withdrawal,14:31,Cologne,ATM,68,0,1,1,0,0,0
T30627,C3194,144058.5,transfer,20:16,Outside EU,ATM,46,0,1,0,0,0,0
T30628,C5515,33767.49,deposit,11:18,Outside EU,desktop,80,0,0,0,1,0,0
T30629,C1472,91005.14,deposit,21:46,Berlin,ATM,13,0,1,0,0,0,0
T30630,C8814,22302.69,payment,04:42,Cologne,ATM,90,0,1,1,0,1,0
T30631,C5057,67705.64,deposit,08:06,Hamburg,mobile,6,0,0,1,0,0,0
T30632,C3237,122754.92,deposit,21:22,Berlin,ATM,48,0,1,1,1,0,0
T30633,C6232,113004.52,payment,00:02,Munich,ATM,0,1,0,1,1,1,1
T30634,C8903,62449.76,payment,14:49,Berlin,desktop,12,0,0,0,0,0,0
T30635,C3457,45197.82,payment,12:43,Munich,mobile,42,1,0,1,0,0,0
T30636,C1148,147656.95,payment,15:36,Outside EU,mobile,35,0,0,1,1,0,0
T30637,C6687,91533.93,withdrawal,05:06,Frankfurt,ATM,93,0,0,0,1,1,0
T30638,C5861,110594.1,transfer,14:51,Frankfurt,desktop,10,0,0,0,1,0,0
T30639,C5044,74308.45,transfer,14:14,Munich,ATM,76,0,1,1,0,0,0
T30640,C1247,27132.83,deposit,14:55,Munich,mobile,42,1,0,1,0,0,0
T30641,C2685,109015.15,deposit,04:32,Frankfurt,ATM,1,0,0,0,0,1,0
T30642,C6252,152969.61,payment,04:25,Hamburg,desktop,36,0,0,1,1,1,0
T30643,C1247,118853.47,payment,22:21,Cologne,mobile,91,1,1,1,1,0,0
T30644,C8540,137048.98,withdrawal,09:27,Munich,mobile,6,1,0,0,0,0,1
T30645,C1245,2225.2,withdrawal,21:40,Hamburg,mobile,89,1,1,0,1,0,1
T30646,C8415,167155.06,transfer,01:42,Frankfurt,ATM,37,0,0,0,1,1,0
T30647,C9782,106395.25,withdrawal,12:43,Frankfurt,ATM,42,1,0,0,1,0,1
T30648,C1195,134936.27,transfer,05:55,Cologne,ATM,52,0,0,1,1,1,0
T30649,C5003,5634.6,withdrawal,13:13,Berlin,mobile,16,0,0,0,0,0,0
T30650,C8386,168955.7,deposit,12:31,Berlin,ATM,78,0,1,1,0,0,0
T30651,C9610,77941.37,withdrawal,07:35,Hamburg,mobile,42,1,1,0,1,0,1
T30652,C3246,55875.79,payment,12:18,Outside EU,mobile,33,1,1,0,0,0,1
T30653,C5171,180113.54,payment,16:49,Berlin,mobile,61,1,0,1,0,0,0
T30654,C6418,100775.44,transfer,21:15,Cologne,desktop,99,1,0,1,0,0,0
T30655,C9833,921.2,withdrawal,07:15,Hamburg,mobile,42,0,1,1,0,0,0
T30656,C3317,42626.97,payment,10:06,Outside EU,mobile,69,0,1,0,0,0,0
T30657,C7615,154216.4,deposit,17:41,Berlin,desktop,88,0,0,1,1,0,0
T30658,C8216,40618.86,deposit,23:28,Berlin,desktop,40,0,1,1,1,1,0
T30659,C7256,21232.06,payment,18:27,Cologne,mobile,99,0,1,1,1,0,0
T30660,C5650,108816.53,transfer,01:36,Berlin,mobile,5,1,1,1,1,1,0
T30661,C6832,79806.23,payment,08:10,Hamburg,ATM,35,1,0,0,1,0,1
T30662,C8189,174720.33,payment,05:17,Cologne,desktop,56,1,1,0,0,1,1
T30663,C2563,134307.05,withdrawal,18:32,Munich,desktop,26,1,1,1,1,0,0
T30664,C1743,14254.17,transfer,03:40,Frankfurt,desktop,53,1,1,0,1,1,1
T30665,C5388,190670.14,deposit,17:39,Hamburg,mobile,66,1,0,1,1,0,0
T30666,C8704,154607.47,withdrawal,20:39,Munich,mobile,96,0,1,1,1,0,0
T30667,C7786,183858.5,withdrawal,18:21,Munich,ATM,92,0,0,1,0,0,0
T30668,C9169,189064.28,deposit,17:02,Munich,ATM,32,0,0,0,0,0,0
T30669,C5037,198959.41,deposit,01:47,Hamburg,mobile,21,0,1,0,0,1,0
T30670,C7270,116911.04,deposit,06:13,Munich,desktop,61,1,0,1,0,0,0
T30671,C6488,53780.75,deposit,14:45,Munich,ATM,75,1,0,0,1,0,1
T30672,C7894,12283.7,transfer,15:51,Hamburg,desktop,37,1,1,0,0,0,1
T30673,C9147,109460.25,deposit,03:49,Frankfurt,ATM,37,0,1,1,1,1,0
T30674,C6783,60711.25,withdrawal,10:19,Hamburg,ATM,41,0,1,0,1,0,0
T30675,C1620,198374.53,withdrawal,10:35,Munich,desktop,62,0,1,0,0,0,0
T30676,C2513,149378.95,payment,02:51,Hamburg,desktop,100,1,1,1,1,1,1
T30677,C2094,20929.41,withdrawal,17:21,Cologne,desktop,25,0,0,1,1,0,0
T30678,C7120,65228.34,payment,16:15,Cologne,mobile,23,0,1,1,0,0,0
T30679,C1030,125946.69,transfer,23:15,Cologne,mobile,88,0,1,0,0,1,0
T30680,C6548,140211.61,withdrawal,18:22,Munich,mobile,37,1,1,0,0,0,1
T30681,C3910,83428.77,deposit,07:50,Cologne,desktop,95,0,0,0,0,0,0
T30682,C7085,43413.47,transfer,13:04,Frankfurt,desktop,89,1,0,1,0,0,0
T30683,C1411,58971.43,deposit,14:46,Cologne,ATM,32,1,1,1,0,0,0
T30684,C9225,90607.3,transfer,13:58,Hamburg,ATM,74,1,0,1,1,0,0
T30685,C2990,119314.14,deposit,17:48,Berlin,mobile,37,0,1,0,0,0,0
T30686,C3695,22821.57,withdrawal,20:49,Outside EU,ATM,55,1,1,0,1,0,1
T30687,C3009,54510.19,transfer,06:14,Cologne,mobile,79,1,0,0,1,0,1
T30688,C5960,76876.91,deposit,07:59,Frankfurt,mobile,36,1,0,0,0,0,1
T30689,C7344,161381.7,withdrawal,10:51,Frankfurt,desktop,76,0,0,1,1,0,0
T30690,C3158,34927.14,transfer,15:44,Cologne,ATM,40,1,1,0,0,0,1
T30691,C4869,122996.62,payment,10:53,Munich,desktop,85,1,1,1,0,0,0
T30692,C3495,127312.39,withdrawal,03:07,Hamburg,desktop,91,1,1,0,0,1,1
T30693,C5519,31787.93,deposit,10:05,Hamburg,ATM,83,1,0,1,0,0,0
T30694,C9082,3450.55,payment,18:03,Munich,desktop,2,1,0,0,1,0,1
T30695,C3386,51039.06,deposit,03:24,Frankfurt,ATM,5,0,1,0,0,1,0
T30696,C8733,77236.03,deposit,05:14,Berlin,mobile,60,1,1,1,1,1,0
T30697,C1084,55950.8,deposit,19:27,Hamburg,desktop,16,1,0,0,1,0,1
T30698,C4323,42087.01,deposit,11:05,Hamburg,mobile,79,0,1,1,1,0,0
T30699,C4254,178671.76,withdrawal,16:02,Outside EU,desktop,94,1,0,1,0,0,0
T30700,C1583,182944.15,withdrawal,19:08,Outside EU,desktop,4,0,0,1,1,0,0
T30701,C9777,148924.22,payment,23:33,Berlin,desktop,45,1,0,0,1,1,1
T30702,C1821,120029.05,withdrawal,09:36,Berlin,mobile,58,0,1,0,1,0,0
T30703,C1499,65659.15,transfer,17:02,Munich,ATM,72,0,1,1,0,0,0
T30704,C7964,46000.38,withdrawal,18:02,Outside EU,mobile,86,0,1,1,0,0,0
T30705,C2763,20305.74,payment,10:18,Berlin,desktop,16,1,0,0,0,0,1
T30706,C5933,167920.13,payment,01:34,Berlin,ATM,68,1,0,0,1,1,1
T30707,C6647,86913.25,deposit,06:22,Hamburg,desktop,7,0,1,0,0,0,0
T30708,C8221,165905.38,payment,23:34,Cologne,ATM,9,1,0,0,1,1,1
T30709,C9162,34693.87,deposit,16:15,Outside EU,ATM,63,0,0,1,0,0,0
T30710,C3365,41748.22,withdrawal,16:08,Hamburg,ATM,51,1,0,0,0,0,1
T30711,C2807,197970.7,withdrawal,06:58,Munich,desktop,80,0,0,0,1,0,0
T30712,C4284,123980.13,transfer,10:18,Outside EU,mobile,13,1,1,0,0,0,1
T30713,C1424,26710.42,deposit,06:21,Cologne,mobile,57,1,1,0,1,0,1
T30714,C7425,123864.16,transfer,19:36,Hamburg,ATM,5,0,1,1,1,0,0
T30715,C4579,4219.49,deposit,05:49,Berlin,desktop,50,0,1,1,0,1,0
T30716,C8675,113648.01,payment,22:18,Cologne,desktop,18,1,0,0,0,0,1
T30717,C8309,154230.85,withdrawal,15:56,Frankfurt,mobile,44,1,1,0,0,0,1
T30718,C4544,23503.36,deposit,18:25,Frankfurt,mobile,29,1,1,1,0,0,0
T30719,C8636,66506.95,transfer,09:49,Berlin,desktop,94,0,0,1,0,0,0
T30720,C3406,81169.49,withdrawal,02:38,Hamburg,desktop,89,1,1,1,1,1,0
T30721,C4474,46309.05,transfer,08:27,Cologne,desktop,90,1,0,1,0,0,0
T30722,C8962,36712.44,payment,15:19,Munich,desktop,67,1,1,0,0,0,1
T30723,C8689,16460.86,transfer,02:15,Berlin,ATM,60,0,1,1,1,1,0
T30724,C3197,184650.13,transfer,23:44,Hamburg,mobile,23,1,0,0,0,1,1
T30725,C5239,69525.8,transfer,09:33,Frankfurt,desktop,92,1,0,0,1,0,1
T30726,C9214,174908.06,transfer,18:04,Frankfurt,desktop,50,0,0,1,1,0,0
T30727,C7458,74710.05,deposit,02:22,Hamburg,ATM,39,0,1,0,0,1,0
T30728,C6053,153626.28,payment,15:25,Frankfurt,desktop,21,0,1,0,1,0,0
T30729,C7189,87217.78,withdrawal,15:52,Hamburg,desktop,57,1,1,0,0,0,1
T30730,C6724,44448.55,transfer,03:38,Hamburg,ATM,92,0,1,0,1,1,0
T30731,C2849,162735.15,withdrawal,08:25,Munich,mobile,26,0,0,1,1,0,0
T30732,C4979,85108.75,withdrawal,16:23,Outside EU,mobile,32,0,1,0,0,0,0
T30733,C5717,16313.19,withdrawal,10:31,Cologne,mobile,87,1,0,1,0,0,0
T30734,C4170,19696.28,deposit,14:47,Munich,ATM,73,0,0,1,0,0,0
T30735,C3516,168545.35,deposit,16:20,Berlin,desktop,16,0,1,1,0,0,0
T30736,C3132,181388.27,transfer,18:11,Frankfurt,mobile,29,1,0,1,0,0,0
T30737,C5900,11935.86,withdrawal,08:02,Munich,ATM,34,0,1,1,0,0,0
T30738,C5483,59645.66,payment,08:47,Frankfurt,mobile,36,0,1,0,0,0,0
T30739,C3619,92658.72,payment,15:49,Hamburg,desktop,47,0,0,0,0,0,0
T30740,C9331,154978.08,payment,11:28,Outside EU,ATM,68,1,0,0,1,0,1
T30741,C7498,138236.93,withdrawal,08:02,Cologne,desktop,5,0,1,1,0,0,0
T30742,C6351,196069.92,payment,06:45,Munich,ATM,9,0,0,1,0,0,0
T30743,C1818,161705.83,transfer,23:29,Berlin,ATM,12,0,1,1,0,1,0
T30744,C5424,39907.42,withdrawal,10:38,Outside EU,desktop,74,1,1,1,0,0,0
T30745,C9842,58337.95,deposit,08:36,Cologne,ATM,98,0,1,0,0,0,0
T30746,C8972,10388.76,withdrawal,17:41,Berlin,mobile,37,0,0,1,1,0,0
T30747,C5854,196854.44,payment,00:18,Berlin,ATM,27,1,1,1,1,1,0
T30748,C5345,6529.68,transfer,07:44,Hamburg,mobile,70,0,1,1,1,0,0
T30749,C9165,95583.2,transfer,13:40,Cologne,mobile,4,1,0,1,0,0,0
T30750,C8336,170928.74,deposit,13:14,Berlin,desktop,18,0,0,0,1,0,0
T30751,C2734,161237.03,deposit,01:27,Munich,mobile,69,1,1,1,1,1,0
T30752,C1050,165531.25,deposit,15:07,Frankfurt,mobile,13,0,1,0,0,0,0
T30753,C3006,64744.51,transfer,16:31,Cologne,mobile,77,1,1,1,0,0,0
T30754,C7923,125590.43,deposit,18:47,Cologne,mobile,30,0,1,1,0,0,0
T30755,C7469,199419.09,payment,07:25,Berlin,ATM,86,0,0,0,0,0,0
T30756,C4100,185670.36,withdrawal,03:34,Berlin,mobile,68,1,1,1,1,1,0
T30757,C1363,132108.47,transfer,11:42,Frankfurt,desktop,1,1,1,1,0,0,0
T30758,C6805,168395.8,deposit,03:22,Berlin,ATM,99,0,0,1,1,1,0
T30759,C3672,180387.68,deposit,02:50,Munich,ATM,14,1,1,0,1,1,1
T30760,C2581,73489.88,transfer,20:16,Frankfurt,mobile,67,1,1,1,0,0,0
T30761,C6486,186209.84,deposit,20:31,Outside EU,mobile,38,1,1,1,1,0,0
T30762,C4618,45398.28,deposit,14:48,Cologne,desktop,43,1,0,1,0,0,0
T30763,C3539,190844.78,payment,10:51,Cologne,mobile,6,1,0,0,0,0,1
T30764,C6229,52544.55,payment,16:39,Berlin,ATM,40,0,1,0,0,0,0
T30765,C3553,36693.18,withdrawal,12:11,Hamburg,desktop,92,1,0,1,0,0,0
T30766,C8460,146852.24,deposit,20:58,Frankfurt,mobile,17,1,0,0,0,0,1
T30767,C2933,128283.1,withdrawal,15:31,Hamburg,desktop,36,0,0,0,1,0,0
T30768,C6279,198182.26,deposit,06:01,Munich,desktop,40,1,0,1,1,0,0
T30769,C1701,190214.44,deposit,11:10,Cologne,mobile,55,1,0,1,1,0,0
T30770,C8069,194795.1,payment,23:30,Cologne,ATM,46,0,0,0,1,1,0
T30771,C1901,163294.86,withdrawal,21:07,Outside EU,desktop,62,1,1,1,1,0,0
T30772,C2002,73916.18,transfer,11:33,Outside EU,desktop,41,1,0,1,0,0,0
T30773,C6428,196903.76,deposit,23:46,Munich,ATM,76,0,0,0,0,1,0
T30774,C4416,109118.13,payment,02:59,Berlin,ATM,68,0,1,0,0,1,0
T30775,C7150,196181.8,withdrawal,10:42,Cologne,desktop,62,0,1,1,1,0,0
T30776,C1759,109560.83,payment,04:08,Frankfurt,desktop,49,0,1,1,0,1,0
T30777,C5959,103152.24,deposit,12:56,Outside EU,desktop,0,1,0,0,1,0,1
T30778,C8673,10386.92,payment,07:11,Hamburg,mobile,73,1,1,0,0,0,1
T30779,C7017,167677.14,withdrawal,23:41,Hamburg,ATM,2,1,0,0,1,1,1
T30780,C9187,61702.79,withdrawal,05:35,Hamburg,mobile,3,1,0,1,1,1,0
T30781,C7685,188377.95,transfer,13:42,Berlin,ATM,6,0,1,0,1,0,0
T30782,C7153,78160.13,transfer,15:39,Hamburg,mobile,19,1,0,0,1,0,1
T30783,C8392,37922.4,deposit,20:00,Munich,mobile,16,0,0,0,0,0,0
T30784,C1401,64338.88,withdrawal,02:57,Frankfurt,ATM,66,0,0,1,1,1,0
T30785,C6843,101372.19,payment,13:18,Munich,ATM,19,0,1,1,1,0,0
T30786,C6943,174734.55,transfer,08:33,Hamburg,ATM,80,1,0,0,1,0,1
T30787,C4557,93523.35,deposit,03:55,Munich,mobile,75,0,1,0,1,1,1
T30788,C2642,73756.69,transfer,17:00,Munich,ATM,19,1,0,0,0,0,1
T30789,C7782,46446.23,transfer,07:51,Cologne,mobile,75,1,0,0,0,0,1
T30790,C6872,156684.9,transfer,14:43,Outside EU,mobile,47,0,0,1,0,0,0
T30791,C7608,18698.45,withdrawal,01:41,Berlin,ATM,14,0,0,0,0,1,0
T30792,C6470,22202.13,deposit,15:05,Berlin,ATM,65,1,0,0,0,0,1
T30793,C5736,16206.27,payment,18:29,Berlin,desktop,52,0,1,0,0,0,0
T30794,C1289,93776.25,withdrawal,01:06,Munich,mobile,47,1,1,1,0,1,0
T30795,C9982,12145.27,transfer,14:51,Berlin,ATM,52,0,0,0,1,0,0
T30796,C2388,162528.07,transfer,15:34,Munich,desktop,1,1,1,0,1,0,1
T30797,C3357,162070.48,transfer,04:48,Hamburg,desktop,75,0,0,0,1,1,0
T30798,C9970,169606.68,transfer,11:29,Cologne,desktop,40,1,1,1,0,0,0
T30799,C4689,142655.47,deposit,12:37,Berlin,mobile,55,1,0,1,0,0,0
T30800,C9207,181886.31,deposit,13:54,Munich,mobile,61,1,0,0,0,0,1
T30801,C4323,148796.91,transfer,10:05,Berlin,desktop,48,1,0,0,0,0,1
T30802,C1899,195238.29,transfer,15:54,Outside EU,ATM,53,0,1,1,0,0,0
T30803,C4201,78615.49,deposit,21:07,Outside EU,ATM,88,0,1,0,0,0,0
T30804,C9713,134735.54,payment,04:24,Outside EU,desktop,83,1,0,0,1,1,1
T30805,C1957,122045.19,withdrawal,19:12,Outside EU,desktop,91,1,1,1,0,0,0
T30806,C6838,146745.96,withdrawal,01:56,Outside EU,desktop,50,0,0,1,0,1,1
T30807,C6598,192251.82,deposit,09:44,Munich,desktop,98,0,1,0,0,0,0
T30808,C3143,70197.65,transfer,20:26,Berlin,ATM,54,0,0,1,0,0,0
T30809,C5143,186095.44,deposit,16:46,Berlin,desktop,80,0,0,1,1,0,0
T30810,C1176,119670.22,withdrawal,15:14,Munich,mobile,23,1,1,0,0,0,1
T30811,C4501,37941.08,deposit,18:56,Frankfurt,ATM,46,1,1,1,0,0,0
T30812,C6711,139510.89,deposit,07:42,Munich,mobile,59,1,0,1,0,0,0
T30813,C4842,11931.89,withdrawal,10:34,Hamburg,mobile,4,1,1,0,0,0,1
T30814,C7772,183124.62,payment,14:39,Frankfurt,desktop,35,1,1,0,1,0,1
T30815,C1395,41688.35,payment,13:29,Munich,mobile,56,0,0,1,0,0,0
T30816,C6193,43798.73,transfer,13:40,Hamburg,desktop,67,1,0,1,0,0,0
T30817,C9546,134085.23,payment,13:35,Munich,ATM,54,1,1,1,0,0,0
T30818,C9221,136529.47,transfer,00:05,Munich,ATM,48,1,0,1,0,1,0
T30819,C9843,50403.79,deposit,13:04,Hamburg,ATM,41,1,0,1,0,0,0
T30820,C3740,38672.89,payment,00:23,Frankfurt,ATM,51,1,0,1,0,1,0
T30821,C9378,160307.16,payment,06:35,Hamburg,mobile,29,0,1,1,0,0,0
T30822,C3847,95652.91,withdrawal,21:21,Frankfurt,desktop,75,1,0,1,1,0,0
T30823,C1762,51747.95,deposit,09:52,Frankfurt,desktop,1,0,1,1,0,0,0
T30824,C4760,74660.71,payment,01:23,Hamburg,ATM,16,0,0,1,0,1,0
T30825,C7676,34733.94,withdrawal,00:38,Cologne,desktop,84,1,1,1,1,1,0
T30826,C4926,188052.94,payment,23:20,Hamburg,desktop,22,1,1,0,0,1,1
T30827,C9649,24191.22,deposit,06:34,Berlin,ATM,42,1,1,0,0,0,1
T30828,C1573,8878.38,transfer,05:03,Berlin,ATM,14,0,1,1,1,1,0
T30829,C7193,89399.21,payment,14:27,Berlin,ATM,81,0,0,1,1,0,0
T30830,C2601,106357.94,payment,20:00,Outside EU,ATM,9,0,0,1,0,0,0
T30831,C9279,28389.11,transfer,16:01,Hamburg,mobile,22,1,0,0,1,0,1
T30832,C8150,33897.14,deposit,14:42,Frankfurt,mobile,9,1,0,0,0,0,1
T30833,C9402,105545.58,withdrawal,16:57,Outside EU,desktop,54,1,1,0,0,0,1
T30834,C3229,122143.41,deposit,02:38,Cologne,desktop,5,0,0,1,1,1,0
T30835,C5682,189262.59,transfer,17:09,Outside EU,mobile,21,1,1,0,1,0,1
T30836,C3049,19512.15,deposit,23:19,Munich,ATM,1,1,0,0,0,1,1
T30837,C6561,90776.08,payment,01:20,Frankfurt,ATM,13,0,1,1,1,1,0
T30838,C2555,117468.41,transfer,19:40,Frankfurt,ATM,77,0,0,0,1,0,0
T30839,C6891,42298.03,deposit,06:23,Munich,mobile,4,0,0,1,1,0,0
T30840,C6140,79550.82,payment,03:58,Hamburg,ATM,33,1,1,0,1,1,1
T30841,C8033,57154.53,withdrawal,20:42,Berlin,desktop,13,1,0,1,1,0,0
T30842,C4451,3744.08,deposit,12:36,Frankfurt,ATM,3,0,0,1,0,0,0
T30843,C1433,151254.81,deposit,08:02,Berlin,desktop,87,1,0,0,1,0,1
T30844,C9067,86740.03,payment,22:00,Frankfurt,mobile,72,1,0,0,1,0,1
T30845,C4777,44143.9,transfer,14:26,Outside EU,desktop,24,1,0,0,1,0,1
T30846,C9274,84398.66,deposit,11:22,Munich,mobile,30,0,1,1,0,0,0
T30847,C2546,145168.62,withdrawal,04:33,Munich,mobile,55,1,0,1,0,1,0
T30848,C8419,152086.79,deposit,12:17,Cologne,ATM,78,1,1,1,1,0,0
T30849,C2672,18812.72,deposit,17:57,Munich,desktop,8,1,1,1,0,0,0
T30850,C9337,29481.86,deposit,05:05,Frankfurt,desktop,76,0,1,0,1,1,0
T30851,C1875,158346.02,transfer,15:48,Berlin,desktop,3,1,1,0,1,0,1
T30852,C5110,22179.55,transfer,05:22,Hamburg,mobile,87,1,1,0,1,1,1
T30853,C2167,114402.82,withdrawal,12:42,Berlin,desktop,80,0,0,0,0,0,0
T30854,C6335,40634.39,transfer,14:35,Frankfurt,desktop,8,0,0,1,0,0,0
T30855,C2503,31386.24,deposit,03:54,Cologne,ATM,0,0,1,1,0,1,0
T30856,C4770,37705.98,transfer,19:51,Berlin,mobile,87,0,1,1,1,0,0
T30857,C5605,34822.03,transfer,06:13,Berlin,desktop,60,0,1,0,0,0,0
T30858,C7589,52407.93,withdrawal,22:17,Cologne,mobile,14,0,1,0,0,0,0
T30859,C1911,132839.58,deposit,02:26,Cologne,ATM,43,0,1,0,0,1,0
T30860,C5846,165483.04,payment,08:27,Outside EU,ATM,0,0,1,0,0,0,1
T30861,C4978,142220.18,payment,17:25,Outside EU,mobile,25,0,0,0,0,0,0
T30862,C8852,137183.22,payment,09:38,Munich,ATM,59,0,1,1,0,0,0
T30863,C6410,153859.33,deposit,22:54,Cologne,desktop,36,0,0,1,1,0,0
T30864,C3412,137779.32,payment,01:04,Berlin,desktop,82,0,0,1,0,1,0
T30865,C7315,28553.82,payment,17:06,Cologne,ATM,21,1,1,0,1,0,1
T30866,C7071,166417.91,payment,16:03,Cologne,desktop,25,0,0,1,1,0,0
T30867,C4057,46913.42,withdrawal,11:20,Berlin,ATM,97,0,0,1,1,0,0
T30868,C2495,188486.52,transfer,10:50,Berlin,ATM,18,1,0,0,1,0,1
