transaction_amount,transaction_type,hour,country,device,previous_transactions,new_beneficiary,new_device,foreign_country,weekend,is_fraud
102178.54,Card,17,Germany,Mobile,88,1,0,1,0,1
9746.14,SEPA,4,Poland,Desktop,97,1,1,0,0,1
71737.88,Wire,11,Poland,Desktop,26,1,1,1,1,1
25251.46,Card,8,Spain,Tablet,74,0,0,1,1,0
44980.53,Wire,15,Austria,Desktop,111,0,0,0,1,0
33249.61,SEPA,16,Belgium,Tablet,80,0,1,1,1,1
133966.95,SEPA,23,Netherlands,Tablet,75,1,0,1,0,1
19253.56,Transfer,13,France,Tablet,26,1,1,1,1,1
127740.33,Wire,18,Netherlands,Desktop,73,1,0,1,0,1
96375.98,SEPA,19,Spain,Desktop,97,1,0,1,0,1
37769.3,Transfer,12,France,Mobile,82,0,1,1,0,1
35130.32,Card,13,Netherlands,Tablet,17,0,0,0,0,0
11087.34,SEPA,11,Poland,Mobile,55,0,1,0,1,0
83938.32,Card,2,France,Tablet,9,1,0,0,0,1
52187.95,Wire,0,Netherlands,Mobile,10,0,1,1,1,1
12787.27,SEPA,13,Poland,Mobile,117,0,1,1,0,0
27999.24,Card,15,Romania,Desktop,15,1,0,0,0,0
32780.54,SEPA,17,Austria,Tablet,25,1,1,1,0,1
54822.42,Card,16,Spain,Desktop,54,1,0,1,0,1
110206.45,SEPA,22,Austria,Desktop,47,1,1,0,0,1
67170.77,Wire,10,Romania,Mobile,12,1,0,0,1,0
24070.66,Transfer,8,France,Tablet,49,0,1,1,0,0
88855.53,Transfer,17,Italy,Tablet,109,0,1,0,1,0
121349.53,Wire,4,Austria,Tablet,22,0,1,0,1,1
40534.78,Wire,9,Romania,Tablet,117,1,0,0,1,0
81171.95,Transfer,23,Spain,Desktop,115,1,0,0,1,0
11891.08,Transfer,10,Austria,Tablet,63,0,0,1,1,0
1346.83,SEPA,15,Spain,Desktop,7,1,0,0,1,0
2240.98,Transfer,5,Italy,Tablet,73,1,1,1,1,1
48896.61,Transfer,4,Germany,Tablet,26,1,0,1,1,1
75821.54,Card,15,Netherlands,Desktop,81,1,0,0,0,0
111667.91,SEPA,20,France,Tablet,3,0,1,0,0,0
134288.83,Wire,6,Belgium,Desktop,48,0,1,1,1,1
131890.81,Wire,14,Spain,Desktop,86,1,0,0,1,0
24479.62,Transfer,21,Austria,Mobile,110,0,1,1,0,0
12040.74,Transfer,16,France,Mobile,25,1,1,1,0,1
118249.55,SEPA,15,Belgium,Desktop,64,1,1,1,0,1
61231.13,SEPA,19,Romania,Desktop,62,0,1,0,1,0
9030.71,Transfer,21,Netherlands,Tablet,94,1,1,1,1,1
149126.76,Wire,6,Spain,Tablet,64,0,1,0,1,0
52757.95,SEPA,5,Romania,Desktop,23,0,1,0,0,1
95707.79,SEPA,13,Spain,Desktop,1,1,0,0,0,0
94939.44,Wire,2,Belgium,Tablet,50,1,0,0,1,1
118397.41,SEPA,18,Romania,Mobile,71,0,1,1,1,1
88594.84,Transfer,21,France,Mobile,79,1,0,1,0,1
65387.27,SEPA,21,Germany,Desktop,101,1,0,1,1,1
102871.71,Transfer,1,Spain,Mobile,37,1,0,0,1,1
8970.04,Card,10,Netherlands,Tablet,80,0,0,0,1,0
10210.55,SEPA,13,Romania,Desktop,23,1,1,1,1,1
42097.69,SEPA,0,Belgium,Desktop,84,1,0,1,0,1
41976.67,Card,5,France,Tablet,109,1,0,0,0,1
104619.19,Transfer,15,Romania,Mobile,68,0,1,0,0,0
82298.88,Wire,1,Poland,Tablet,102,1,0,1,1,1
143294.28,SEPA,6,Belgium,Desktop,3,1,0,1,1,1
49845.36,Transfer,11,Romania,Mobile,58,0,1,1,1,1
17437.54,Wire,18,Spain,Tablet,67,1,1,0,1,0
117395.24,SEPA,6,Italy,Mobile,63,0,1,1,0,1
131532.91,Transfer,6,Belgium,Tablet,5,1,1,0,1,1
147769.85,Card,8,Spain,Tablet,52,0,0,0,0,0
54328.78,SEPA,8,Belgium,Tablet,88,1,0,0,0,0
76512.42,SEPA,21,Belgium,Tablet,42,0,1,1,0,1
104878.23,Transfer,10,Belgium,Desktop,96,1,0,0,1,0
142817.43,SEPA,15,Belgium,Desktop,0,0,1,1,0,1
45889.03,Transfer,6,Germany,Desktop,84,0,0,1,1,0
76868.07,Transfer,22,Germany,Tablet,3,0,0,0,1,0
78890.74,SEPA,1,Romania,Desktop,35,1,1,0,0,1
93770.43,Transfer,15,Poland,Tablet,82,0,0,1,0,0
57611.7,Wire,2,Germany,Desktop,16,0,0,0,0,0
70469.76,Card,19,France,Desktop,102,1,0,0,0,0
80633.83,Wire,19,Netherlands,Desktop,26,0,1,1,1,1
135331.04,Wire,19,Romania,Desktop,59,1,0,0,0,0
104631.36,Card,15,Spain,Mobile,1,1,1,0,1,1
65630.67,SEPA,13,Germany,Desktop,56,0,1,0,1,0
7007.1,Transfer,9,Spain,Tablet,108,1,1,1,1,1
11502.01,Card,3,Germany,Desktop,2,0,1,1,1,1
110818.32,Transfer,14,Poland,Mobile,32,1,0,1,0,1
141069.86,SEPA,0,Germany,Tablet,2,0,1,0,0,1
114101.03,Transfer,4,Spain,Desktop,73,0,1,1,1,1
61793.44,Card,4,Germany,Desktop,10,0,1,0,1,1
35416.17,Transfer,15,Italy,Desktop,112,1,0,0,1,0
37322.06,SEPA,21,Spain,Mobile,82,0,1,1,0,1
22244.06,Card,5,France,Mobile,8,1,1,1,1,1
115135.44,Transfer,5,France,Mobile,46,0,1,1,0,1
90460.28,Card,19,Poland,Tablet,39,0,1,0,1,0
127805.11,Card,17,Romania,Desktop,38,0,0,0,1,0
123371.8,Transfer,11,Spain,Mobile,119,1,0,1,1,1
15076.39,SEPA,15,Belgium,Tablet,70,1,0,0,0,0
100939.32,Wire,0,Germany,Mobile,50,0,0,1,0,1
92217.25,SEPA,11,Poland,Desktop,2,1,0,0,0,0
14518.15,SEPA,20,Germany,Desktop,59,1,0,1,1,0
112790.5,SEPA,12,Belgium,Desktop,105,1,0,0,0,0
100845.23,SEPA,4,Netherlands,Tablet,100,1,1,1,0,1
23964.51,Wire,16,Belgium,Mobile,95,1,0,0,0,0
5657.31,Card,7,Germany,Desktop,0,0,0,0,0,0
20881.54,Transfer,20,Spain,Mobile,117,0,0,1,0,0
116664.91,SEPA,23,Germany,Mobile,10,1,0,0,0,0
35802.32,SEPA,18,Austria,Desktop,69,1,0,1,1,1
7344.37,Card,1,Germany,Desktop,45,0,0,0,1,0
61821.81,Transfer,1,Spain,Mobile,105,0,0,1,1,1
26649.19,Transfer,9,Belgium,Desktop,52,1,0,0,1,0
27094.55,SEPA,8,Austria,Mobile,94,1,1,0,0,0
59407.73,Transfer,10,Romania,Tablet,100,1,0,0,0,0
25107.46,Wire,13,Belgium,Mobile,3,0,1,0,0,0
90682.21,SEPA,8,Austria,Tablet,59,0,0,0,0,0
67108.42,Card,9,Poland,Mobile,91,0,1,0,0,0
137845.1,Card,16,Germany,Mobile,12,0,1,0,0,0
62523.37,Wire,15,Poland,Mobile,91,1,1,0,0,1
142525.09,Card,20,Romania,Mobile,26,1,0,1,0,1
19500.78,SEPA,17,France,Desktop,105,0,0,1,1,0
102338.64,Card,19,Italy,Tablet,33,0,1,0,1,0
56052.96,SEPA,20,Austria,Tablet,20,0,0,1,0,0
60785.2,Transfer,13,Germany,Mobile,96,0,1,0,1,0
26268.08,Wire,16,France,Tablet,104,0,0,1,0,0
135996.79,Card,0,Belgium,Mobile,31,0,1,1,0,1
109767.87,Transfer,2,Netherlands,Tablet,5,1,0,1,1,1
82752.11,SEPA,22,Netherlands,Mobile,42,1,0,0,0,0
6875.17,Transfer,12,Germany,Tablet,115,0,1,0,1,0
111967.84,Wire,13,Netherlands,Tablet,87,1,1,1,0,1
93802.72,SEPA,2,Austria,Mobile,0,1,0,0,0,1
59639.1,Wire,0,Germany,Tablet,9,0,1,0,1,1
73494.08,Transfer,3,Spain,Desktop,27,1,0,0,0,1
98339.77,Wire,11,Netherlands,Desktop,43,0,1,1,0,1
106632.02,Wire,19,Germany,Mobile,79,1,0,0,1,0
94848.95,Transfer,3,Netherlands,Tablet,74,1,1,1,0,1
113662.05,Card,2,Belgium,Mobile,97,1,1,0,1,1
146113.09,Card,9,Germany,Mobile,38,1,1,1,0,1
12151.89,Card,11,Poland,Tablet,118,1,0,1,0,0
43098.77,SEPA,11,Austria,Tablet,84,1,1,0,0,1
62464.92,SEPA,9,Netherlands,Mobile,94,0,1,0,0,0
5831.42,Card,23,Spain,Tablet,76,1,0,0,0,0
30248.22,Transfer,16,Romania,Desktop,99,1,0,0,0,0
5661.8,SEPA,3,Spain,Desktop,63,0,1,0,0,0
65225.12,SEPA,15,Netherlands,Mobile,37,0,1,0,1,0
97640.43,Wire,19,Austria,Tablet,97,1,0,0,1,0
71658.12,SEPA,17,Germany,Tablet,39,0,0,0,1,0
83436.94,Card,11,Italy,Tablet,17,0,0,1,1,0
126713.79,Wire,8,France,Tablet,64,0,0,1,0,0
29321.4,Card,17,Spain,Mobile,83,1,1,1,0,1
121109.16,SEPA,5,Poland,Tablet,67,1,0,0,0,1
45680.54,Card,19,Romania,Desktop,73,0,1,0,0,0
47891.13,Card,11,Germany,Tablet,15,1,0,0,1,0
51165.1,Wire,20,Netherlands,Tablet,69,1,1,0,1,1
6784.78,Transfer,0,Austria,Mobile,50,0,0,0,1,0
98037.52,Card,5,Poland,Mobile,112,1,1,1,0,1
47015.16,SEPA,14,Spain,Tablet,71,0,0,1,1,0
148310.93,SEPA,1,Netherlands,Mobile,62,0,0,0,1,0
19658.73,Card,0,Belgium,Mobile,108,1,1,1,1,1
115986.3,SEPA,21,Italy,Tablet,67,1,0,1,0,1
132011.57,Transfer,2,Italy,Tablet,30,0,1,0,0,1
20081.55,Wire,6,Netherlands,Mobile,104,1,1,1,0,1
105750.79,Transfer,18,Poland,Mobile,60,0,1,1,1,1
145590.35,SEPA,18,Austria,Desktop,92,0,1,1,1,1
86407.91,Card,5,Poland,Mobile,15,0,1,0,1,1
101794.39,Card,9,Austria,Mobile,119,1,1,1,1,1
43574.16,Transfer,2,Poland,Desktop,52,0,1,0,1,1
49342.87,Card,10,Romania,Tablet,83,0,0,0,1,0
129132.16,Transfer,17,Germany,Desktop,22,0,0,1,0,0
134908.68,SEPA,11,Poland,Mobile,1,1,1,1,1,1
14408.2,SEPA,2,France,Tablet,85,1,1,0,1,1
38911.84,SEPA,22,Italy,Mobile,56,0,1,0,1,0
58959.88,Wire,6,Spain,Mobile,102,1,1,1,1,1
85481.96,SEPA,10,Belgium,Tablet,82,1,1,1,1,1
18987.82,Card,10,France,Mobile,114,1,0,0,0,0
47363.99,Transfer,23,Spain,Mobile,114,0,1,0,0,0
31711.74,Transfer,12,Spain,Mobile,1,0,1,0,1,0
25121.56,SEPA,15,Spain,Mobile,10,0,1,1,1,0
124113.96,SEPA,11,Poland,Desktop,35,0,1,1,0,1
30029.89,Wire,4,Germany,Desktop,55,0,0,1,0,1
143511.63,Card,13,Austria,Tablet,66,1,0,1,0,1
379.75,SEPA,15,Germany,Desktop,59,1,0,1,1,0
13198.62,Card,4,Spain,Desktop,9,1,1,1,0,1
19075.25,SEPA,0,Italy,Desktop,44,0,1,0,1,0
77427.33,Wire,3,Romania,Mobile,42,1,1,1,0,1
100440.26,Card,5,Germany,Desktop,88,1,1,1,1,1
92270.46,Wire,21,France,Mobile,90,1,1,0,0,1
93611.3,Card,21,Germany,Desktop,37,1,1,0,0,1
17867.95,Wire,20,Romania,Desktop,11,1,0,1,0,0
18706.92,Transfer,11,Belgium,Tablet,72,0,1,0,1,0
104953.4,Wire,7,France,Mobile,102,1,0,1,0,1
103693.05,Wire,7,Poland,Mobile,39,1,0,0,0,0
127620.64,Transfer,9,Belgium,Tablet,9,0,0,0,0,0
80565.64,Transfer,11,Germany,Desktop,68,1,1,0,1,1
32349.57,Wire,21,Italy,Desktop,37,0,1,0,0,0
17288.16,Transfer,1,Belgium,Tablet,119,1,0,0,0,0
138780.47,Card,14,Poland,Tablet,106,0,1,0,0,0
107372.63,Card,15,Poland,Desktop,91,0,1,1,1,1
91274.78,Wire,12,Spain,Tablet,24,0,1,0,1,0
20831.65,Transfer,11,Belgium,Mobile,63,0,0,1,0,0
58692.7,Transfer,4,Austria,Mobile,8,0,0,0,1,0
109913.69,Wire,17,Poland,Desktop,35,1,1,0,0,1
49817.31,Transfer,1,Austria,Mobile,75,1,0,0,1,1
95323.27,SEPA,21,Romania,Mobile,8,0,1,1,0,1
129584.46,Card,18,Romania,Tablet,42,0,1,0,1,0
138082.81,Transfer,0,Poland,Desktop,19,1,0,0,0,1
1790.63,Card,19,Germany,Desktop,92,0,0,1,1,0
74986.98,Wire,6,Romania,Tablet,103,1,1,0,0,1
65899.07,Card,7,Italy,Tablet,88,0,1,1,1,1
27910.86,Transfer,6,Romania,Tablet,112,0,1,1,1,0
56310.92,Card,9,Poland,Desktop,58,0,0,1,0,0
25873.55,Card,11,Netherlands,Tablet,62,1,1,1,0,1
115614.42,Wire,13,Romania,Desktop,29,1,1,0,1,1
87893.69,Card,1,Austria,Desktop,67,1,0,1,1,1
146717.61,Wire,12,France,Desktop,34,1,0,1,1,1
15172.62,Transfer,4,France,Desktop,14,1,0,1,1,1
118191.16,Wire,14,Belgium,Mobile,104,0,1,0,1,0
77159.1,Wire,14,Belgium,Desktop,26,0,1,1,0,1
49004.15,Wire,7,Austria,Tablet,53,1,1,0,1,1
134536.61,Transfer,4,Romania,Mobile,74,1,0,1,0,1
149009.95,Card,10,France,Desktop,51,1,1,0,0,1
124434.3,SEPA,1,Austria,Mobile,111,0,1,0,1,1
99297.42,SEPA,15,Italy,Tablet,71,1,1,1,0,1
26205.09,Wire,7,Poland,Mobile,37,1,0,0,0,0
121839.97,Card,16,Belgium,Mobile,60,0,1,1,0,1
149074.53,Wire,14,France,Desktop,96,0,1,0,0,0
45756.41,Transfer,6,France,Tablet,89,1,1,0,1,1
118618.13,Wire,21,Austria,Desktop,37,1,1,1,1,1
69621.33,Card,10,Belgium,Mobile,88,1,0,1,0,1
110106.28,Transfer,2,Poland,Mobile,57,1,1,1,0,1
41349.85,SEPA,15,France,Desktop,83,1,1,0,1,1
28172.97,Wire,3,Romania,Tablet,51,0,0,1,0,0
24766.03,Card,2,Netherlands,Tablet,59,0,1,0,1,0
15974.82,SEPA,7,Spain,Desktop,17,1,0,1,0,0
129131.3,Wire,5,Romania,Tablet,89,1,0,1,0,1
30340.13,Wire,21,Germany,Desktop,17,1,1,1,1,1
3872.72,SEPA,15,Austria,Desktop,67,0,1,0,1,0
105620.64,Transfer,11,Belgium,Mobile,78,0,1,1,0,1
11396.82,SEPA,22,Belgium,Desktop,74,1,1,0,1,0
137888.39,Transfer,19,Italy,Mobile,39,0,0,1,1,0
139814.79,Wire,20,Belgium,Tablet,22,1,1,1,0,1
80546.88,Transfer,2,France,Mobile,38,1,0,1,0,1
143680.33,SEPA,1,Germany,Mobile,5,1,1,0,1,1
66843.4,SEPA,23,Romania,Mobile,40,1,1,1,1,1
8958.68,SEPA,17,Germany,Desktop,106,1,1,0,1,0
81661.1,Wire,10,Belgium,Mobile,99,1,0,0,1,0
140788.66,Wire,2,France,Mobile,57,1,0,0,1,1
116281.45,SEPA,1,Belgium,Desktop,79,0,0,1,1,1
15168.24,Transfer,3,Germany,Desktop,68,0,1,0,0,0
54221.28,SEPA,2,Germany,Mobile,74,1,0,1,0,1
121781.06,Card,14,Netherlands,Desktop,34,0,0,0,0,0
123306.9,SEPA,4,Romania,Desktop,107,0,1,0,1,1
4382.92,SEPA,9,Germany,Desktop,93,0,0,0,0,0
86920.56,SEPA,20,Germany,Desktop,47,1,1,1,0,1
36410.77,Transfer,11,Germany,Mobile,104,1,0,0,0,0
146354.3,SEPA,21,Belgium,Mobile,26,1,0,0,1,0
26356.5,SEPA,13,Belgium,Tablet,58,1,0,1,0,0
95663.28,Card,4,Germany,Mobile,3,1,1,0,0,1
18615.27,Card,12,Germany,Desktop,92,0,1,0,1,0
108016.86,SEPA,5,Austria,Desktop,59,0,1,1,0,1
97716.79,Card,7,Austria,Desktop,66,1,0,0,1,0
91024.07,Wire,23,Austria,Desktop,81,1,1,1,0,1
12926.89,Transfer,9,Austria,Tablet,103,0,1,1,0,0
120362.6,Transfer,18,France,Desktop,116,1,0,0,1,0
60781.82,Wire,7,Romania,Tablet,1,1,0,0,1,0
64297.07,Card,5,Italy,Mobile,104,0,1,0,1,1
16231.7,Transfer,18,Spain,Tablet,71,1,1,0,1,0
27762.29,Wire,23,Belgium,Desktop,9,0,0,0,0,0
59898.29,SEPA,13,Netherlands,Tablet,99,1,0,0,1,0
36646.39,Card,23,Netherlands,Mobile,50,1,0,0,0,0
125786.16,SEPA,13,Belgium,Mobile,79,1,0,1,0,1
115214.01,Transfer,21,Spain,Tablet,23,1,0,1,0,1
101913.82,SEPA,21,Germany,Tablet,110,0,1,1,0,1
139553.82,Wire,14,Spain,Tablet,103,1,1,1,0,1
75236.37,SEPA,18,Spain,Mobile,33,0,0,0,1,0
132298.15,Card,16,Italy,Tablet,119,0,1,0,1,0
48696.38,Card,22,Austria,Tablet,9,0,0,1,1,0
137954.91,Wire,17,Romania,Mobile,5,1,0,0,1,0
61264.53,Card,1,Austria,Desktop,61,1,0,1,0,1
149058.29,Wire,20,Netherlands,Desktop,88,0,0,1,1,0
111981.71,SEPA,18,Belgium,Tablet,37,1,1,1,1,1
131282.59,Transfer,18,France,Mobile,83,1,0,0,1,0
51920.21,Transfer,8,Netherlands,Desktop,3,0,0,0,1,0
53774.75,SEPA,22,Germany,Desktop,18,0,0,1,1,0
39638.77,SEPA,6,Spain,Desktop,80,1,1,0,1,1
56752.45,Transfer,21,Romania,Tablet,25,0,0,0,0,0
82946.35,Wire,7,Italy,Tablet,9,1,0,0,1,0
108959.94,Transfer,3,Poland,Mobile,7,0,1,0,1,1
126281.31,SEPA,22,Germany,Mobile,31,0,0,0,0,0
4113.28,Wire,23,Austria,Tablet,68,0,1,0,0,0
13783.29,Wire,20,Belgium,Tablet,74,1,1,0,0,0
104151.2,Transfer,11,Italy,Mobile,21,1,1,1,1,1
32823.61,Transfer,20,Netherlands,Desktop,27,0,1,1,1,1
73486.88,Transfer,10,Belgium,Tablet,91,0,1,1,0,1
108193.82,SEPA,2,Belgium,Mobile,104,0,1,1,0,1
83594.04,SEPA,4,Belgium,Tablet,20,1,1,0,0,1
2820.43,Card,6,Italy,Tablet,118,0,0,0,0,0
104274.66,Card,13,Romania,Desktop,56,0,1,1,0,1
49217.14,Card,2,Austria,Mobile,87,0,0,1,1,1
61883.54,Wire,7,Belgium,Mobile,55,0,1,0,0,0
10991.32,Wire,19,Austria,Desktop,59,0,0,1,0,0
129145.24,Card,12,Germany,Mobile,42,1,1,0,1,1
128357.11,Wire,4,Netherlands,Tablet,70,0,1,0,1,1
136581.38,Card,0,Italy,Mobile,91,0,1,1,0,1
92468.95,SEPA,11,Germany,Tablet,36,0,1,1,0,1
124547.29,Card,16,Netherlands,Tablet,52,1,0,0,0,0
99244.76,Transfer,2,France,Tablet,90,1,0,1,0,1
122495.87,Card,12,Germany,Desktop,81,0,1,1,0,1
105648.4,Transfer,10,Italy,Desktop,80,0,0,1,0,0
135198.8,Transfer,7,Netherlands,Mobile,105,1,1,1,0,1
43494.47,Card,18,Germany,Mobile,43,1,1,0,1,1
104631.05,SEPA,6,Spain,Desktop,109,1,0,0,1,0
1601.88,Transfer,3,Spain,Desktop,41,1,1,0,1,1
78319.35,Transfer,4,Poland,Desktop,44,0,0,0,0,0
96208.77,Card,15,Poland,Tablet,96,1,0,0,1,0
129718.75,Wire,8,Netherlands,Tablet,93,1,0,1,1,1
145061.38,SEPA,15,France,Desktop,14,1,1,0,1,1
77630.83,Transfer,1,Romania,Tablet,103,1,0,1,1,1
70357.4,Wire,22,Belgium,Tablet,29,0,1,1,1,1
71724.42,SEPA,7,Germany,Desktop,17,1,1,1,0,1
45293.24,Card,0,France,Tablet,75,1,1,0,1,1
66498.36,Transfer,6,Germany,Tablet,66,1,1,1,1,1
97816.3,Wire,1,Austria,Desktop,112,1,1,1,0,1
95591.86,Transfer,12,Poland,Mobile,37,0,1,1,0,1
744.46,Card,12,Germany,Desktop,104,0,0,1,1,0
2544.13,SEPA,14,Romania,Mobile,23,0,0,1,1,0
123699.21,SEPA,23,Spain,Tablet,39,1,1,1,0,1
11656.13,SEPA,2,Belgium,Tablet,39,0,1,0,1,0
8288.08,Card,14,Romania,Mobile,19,1,1,0,1,0
5538.26,Wire,1,Italy,Tablet,99,1,0,1,0,1
44328.3,Wire,5,Romania,Desktop,8,1,1,0,0,1
131740.68,Card,11,Germany,Desktop,80,0,0,0,0,0
61601.56,Transfer,1,Spain,Desktop,16,1,1,0,1,1
4215.13,Wire,10,Belgium,Tablet,49,1,0,0,0,0
149710.96,Wire,4,Belgium,Desktop,98,1,0,1,0,1
10999.32,Card,11,France,Tablet,100,0,1,0,0,0
8880.09,Transfer,22,Austria,Desktop,75,1,1,1,1,1
136579.68,SEPA,17,Spain,Mobile,38,1,0,0,0,0
72613.82,Wire,9,Romania,Mobile,72,0,0,0,1,0
51782.79,Card,16,Spain,Tablet,57,1,0,0,0,0
141935.79,Wire,0,Romania,Mobile,106,1,1,1,1,1
47322.59,Transfer,17,Poland,Tablet,26,0,0,0,1,0
120360.78,SEPA,10,Austria,Tablet,71,1,1,1,0,1
71832.19,Card,8,Germany,Tablet,75,1,1,1,0,1
95472.19,Card,3,Germany,Tablet,21,1,1,0,1,1
114367.78,Card,18,Spain,Desktop,104,1,0,0,1,0
73878.74,Wire,23,Netherlands,Tablet,67,1,0,1,1,1
8315.74,Wire,19,France,Tablet,40,1,0,1,0,0
39962.9,Transfer,17,Italy,Mobile,25,0,0,1,1,0
67249.06,Wire,17,Austria,Mobile,52,0,0,0,0,0
143748.71,Transfer,14,Belgium,Tablet,69,0,0,0,1,0
85489.87,Card,8,Italy,Tablet,46,1,0,1,0,1
67462.97,Card,0,France,Desktop,25,0,1,1,0,1
118383.31,Card,20,Netherlands,Tablet,13,1,0,0,1,0
39091.81,Wire,4,Spain,Tablet,98,1,0,0,1,1
2233.7,Wire,13,Belgium,Tablet,33,0,1,1,0,0
15469.04,Card,4,Netherlands,Tablet,117,0,0,1,0,0
70534.38,SEPA,18,Belgium,Mobile,13,0,1,1,1,1
58084.33,Transfer,18,Spain,Mobile,70,0,1,0,1,0
96578.7,SEPA,9,Austria,Desktop,60,1,0,0,0,0
154.75,Card,9,Romania,Tablet,34,0,1,1,1,0
19211.44,Card,21,Belgium,Desktop,9,0,1,0,0,0
7549.75,Wire,2,Romania,Tablet,94,1,0,0,0,0
96473.2,Transfer,19,Spain,Tablet,40,1,0,0,1,0
20830.56,Wire,20,Austria,Mobile,55,1,1,1,0,1
25888.68,SEPA,5,Romania,Mobile,79,0,0,0,1,0
52240.14,Transfer,5,Netherlands,Tablet,1,0,1,0,1,1
348.91,SEPA,9,Romania,Desktop,13,1,0,0,0,0
9076.44,Card,16,Germany,Desktop,76,0,1,0,1,0
83101.29,Transfer,7,Romania,Mobile,101,0,0,1,1,0
132952.35,Card,19,Romania,Mobile,55,0,1,0,1,0
41490.19,Wire,0,Belgium,Desktop,99,0,0,1,0,1
90791.59,Card,21,Austria,Desktop,85,1,0,1,0,1
47116.76,SEPA,7,Germany,Desktop,82,1,1,0,1,1
129614.75,Card,2,Netherlands,Tablet,68,0,1,0,1,1
19795.05,SEPA,8,Germany,Tablet,114,0,0,1,1,0
72438.85,Wire,23,Romania,Mobile,58,1,1,1,0,1
18357.45,Wire,2,Italy,Mobile,77,0,0,1,1,0
84019.57,Transfer,9,Netherlands,Tablet,67,1,0,1,1,1
120704.44,Transfer,17,Netherlands,Desktop,114,1,1,0,0,1
58548.7,Wire,16,Italy,Mobile,10,0,1,1,1,1
3923.87,SEPA,1,Poland,Tablet,17,0,0,1,1,0
110384.09,Transfer,6,Germany,Desktop,73,1,0,0,1,0
58334.1,Card,1,Romania,Desktop,45,0,0,0,0,0
128641.11,SEPA,8,Poland,Tablet,30,1,1,1,1,1
86382.54,Wire,5,Germany,Desktop,117,0,1,1,1,1
108061.25,Transfer,3,Romania,Mobile,35,1,0,0,1,1
117909.94,Wire,10,Italy,Tablet,60,1,1,1,1,1
113616.21,Transfer,0,Netherlands,Mobile,50,0,0,0,0,0
97343.51,Wire,2,Italy,Mobile,71,1,1,0,1,1
67454.06,Card,1,Poland,Desktop,31,0,0,1,0,1
42332.63,SEPA,0,Austria,Tablet,34,1,0,1,1,1
24782.2,Card,3,Netherlands,Desktop,108,1,1,1,0,1
130558.72,Card,7,Poland,Mobile,116,1,0,1,1,1
118430.33,Transfer,10,Romania,Desktop,57,0,1,0,1,0
94618.36,Card,6,Spain,Mobile,111,0,0,1,1,0
54788.03,Card,17,Poland,Tablet,57,1,1,1,0,1
56422.55,SEPA,5,Italy,Tablet,24,0,1,1,1,1
126029.97,Wire,22,Belgium,Mobile,50,1,1,1,1,1
91012.14,SEPA,15,Belgium,Desktop,110,1,1,0,0,1
55598.29,Transfer,14,Netherlands,Tablet,60,1,1,1,1,1
122298.5,Transfer,0,Spain,Mobile,42,0,1,1,1,1
73100.28,Wire,4,France,Desktop,102,0,1,0,1,1
56550.56,Transfer,23,Romania,Desktop,57,0,0,1,0,0
42036.94,Transfer,7,Belgium,Tablet,17,1,0,0,1,0
148943.59,Card,15,France,Tablet,120,1,0,1,0,1
17007.75,Transfer,5,Italy,Desktop,72,1,1,1,1,1
126252.39,Wire,10,Spain,Mobile,59,1,0,1,1,1
122136.37,Card,8,France,Desktop,30,0,0,0,0,0
73175.33,Card,5,Austria,Tablet,97,1,0,1,1,1
105456.21,SEPA,3,Germany,Mobile,35,1,1,1,1,1
143922.11,Card,5,France,Tablet,86,0,0,1,1,1
68554.17,SEPA,2,France,Mobile,90,0,0,1,0,1
931.7,SEPA,13,Spain,Desktop,1,0,0,1,0,0
82549.65,SEPA,6,Netherlands,Mobile,95,0,0,0,1,0
43147.89,Card,0,Poland,Desktop,48,1,1,0,1,1
25719.29,Transfer,23,Belgium,Mobile,32,1,1,1,0,1
101117.91,SEPA,22,Belgium,Desktop,32,0,1,0,1,0
116542.19,Wire,2,Austria,Desktop,8,0,1,1,0,1
42635.28,Card,11,Netherlands,Desktop,91,1,1,0,1,1
120072.44,Transfer,9,Poland,Mobile,78,1,1,1,0,1
107703.45,Wire,12,Germany,Tablet,26,1,0,0,1,0
62097.46,Wire,3,Romania,Desktop,27,1,0,0,0,1
28273.44,Wire,12,Netherlands,Desktop,21,0,0,0,1,0
59312.37,Card,0,Romania,Tablet,10,0,0,1,1,1
84353.31,Card,6,Romania,Mobile,19,1,0,1,1,1
121486.79,Transfer,8,Romania,Mobile,98,1,0,0,0,0
84209.26,Card,3,Poland,Mobile,36,0,0,0,0,0
3694.1,Wire,4,Romania,Mobile,94,0,1,1,1,1
54484.97,Transfer,12,Austria,Tablet,119,1,1,0,1,1
98694.97,SEPA,8,Austria,Desktop,112,1,0,1,0,1
33203.79,Card,0,France,Tablet,36,1,1,0,1,1
8836.38,Transfer,7,Italy,Mobile,57,1,1,0,1,0
31559.59,Transfer,22,Netherlands,Mobile,65,0,0,0,0,0
100357.84,SEPA,22,Spain,Desktop,28,1,0,1,1,1
42546.25,Transfer,4,France,Mobile,87,1,0,0,0,1
85423.99,Card,3,Poland,Desktop,18,1,1,1,1,1
102319.74,SEPA,0,France,Desktop,1,1,0,0,1,1
67587.04,Wire,3,Spain,Tablet,62,1,0,1,0,1
81414.89,SEPA,10,Austria,Tablet,117,1,1,1,1,1
135703.81,Transfer,6,Romania,Tablet,10,1,0,1,0,1
17781.17,Card,15,Spain,Desktop,3,0,1,0,1,0
